Movie Name,Kevin's Rating,Unnamed: 2,Watch Date,Ryan's Rating,Sebastian's Rating,Darrell's rating ,DB ID,IMDB ID,Long Title,IMDB URL (don't edit me),Corrected IMDB (edit me!),year,rating,runtimes,genres,votes,director,cast,writer,production companies
Shallow Hal,8/10,,2024-08-18,,,,0256380,0256380,Shallow Hal (2001),https://www.imdb.com/title/tt0256380,,2001,6.0,114,"['Comedy', 'Drama']",148677,"['0125803', '0268380']","['0000569', '0085312', '0004517', '0899995', '1071307', '0569226', '0730288', '0911861', '0315143', '0004786', '0602813', '1073641', '0309307', '0452716', '0552832', '0626965', '0430031', '1072881', '0058814', '1073059', '0338715', '0614181', '0597820', '0597819', '0310530', '1072767', '0486040', '0602858', '0921976', '1072917', '1074549', '1072990', '0283475', '0461355', '0927866', '0878908', '0748519', '0219484', '1073825', '0176872', '0125829', '1074016', '0007491', '0112746', '0283464', '0180912', '1074221', '1073028', '1073320', '1073445', '1074521', '0456050', '0046223', '0974416', '1074351', '0268368', '0318392', '1073087', '0524612', '0560041', '1497500', '1497365', '1037987', '0366395', '3311850', '3310869', '3311054', '3286301', '3286119', '1518253', '0790120', '1536596', '0088546', '0081334', '1544860', '1497279', '1111762', '3310695', '0741154', '1394572', '3312618', '2351472', '2098884', '3314578', '3312943', '3314643', '3312441', '3285974', '3312895', '1003236', '0299361', '6655906', '1074504', '0385346', '1074506', '1073187', '1074563', '0805021', '1074531', '1043101', '3312532', '3313977', '1074537', '3316653', '0429931', '3289109', '3316377', '3315412', '0505660', '3288992', '3316361', '0859375', '3288928', '1074493', '1497272', '0850873', '8965262', '8965261', '1497408', '3289138', '3289006', '3316619', '3315459', '3316025', '3315696', '4118933', '3288897', '3316983', '3316504', '3315949', '3288894', '3289137', '3316067', '3317034', '3316476', '3317037', '3288857', '3316240', '15743878', '3289168', '3288883', '3317028', '0125837', '0462592', '3288863', '1497514', '1497400', '1684796', '1497366', '3315353', '3289125', '3288890', '0834763', '3315583', '3289120', '1249626', '1249847', '3316558', '0462597', '3012947', '3288339', '3289122', '3288963', '3288867', '3289095', '3316315', '3316832', '3289167', '3315815', '3316242', '3316617', '3315460', '0064358', '1497357', '0430059', '3316922', '2983565', '0495281', '3305769', '3316620', '3316102', '3316370', '3288852', '3316164', '3316331', '3315669', '3316627', '3316329', '3289000', '0230027', '0315140', '2717349', '3289019', '1497445', '3315519', '0505889', '2194075', '3315603', '1497463', '1497340', '1497339', '3288860', '2041702', '3315596', '3316950', '1831300', '3315845', '3315360', '1530534', '3315381', '3296669', '3286440', '3285834', '2188987', '1497297', '0611968', '3316158', '3288071', '0835942', '3315340', '3295458', '1642610', '3315925', '3317018', '3316634', '1497510', '1497395', '3316312', '3315783', '3316984', '1073220', '3295323', '3317058', '3316926', '3295430', '3316364', '3315885', '3295299', '3316778', '3310415', '3310959', '3316661', '3315956', '15870332', '1074428', '0046238', '1074438', '10514288', '3835019', '0116502', '0968776', '2304963', '4472905', '1074460', '1843009', '1072778', '1513843', '1814059', '1072870', '1074271', '0393661', '2510797', '0413630', '4949575', '3377848', '0522919', '0670316', '9497841', '0729669', '1074575', '1532950', '0788340', '2921706', '3265834', '3111561', '1182824', '1074613']","['1765923', '0268380', '0125803']","['0000756', '0030016', '0039548']"
The Hurt Locker,8/10,,2024-08-21,,,,0887912,0887912,The Hurt Locker (2008),https://www.imdb.com/title/tt0887912,,2008,7.5,131,"['Drama', 'Thriller']",482489,['0000941'],"['0719637', '1107001', '1310016', '0001602', '0000146', '0001556', '1431940', '0131235', '2778904', '3441508', '3443737', '0819874', '0714866', '3443699', '3442056', '3442035', '2360944', '1158571', '0057217', '0935955', '2849874', '1967780', '0619726', '3441790', '3441364', '3442561', '2485559', '3441822', '2857764', '3419579', '3419622', '3975368', '0998870', '2604509', '2932102', '2792440', '2841197', '3820600', '1853494', '2072205', '2748879']",['1676793'],"['0179337', '0209305', '0298873', '0029472', '0013909', '0046206']"
The Slums of Beverly Hills,5/10,,2024-08-22,,,,120831,120831,Slums of Beverly Hills (1998),https://www.imdb.com/title/tt0120831,,1998,6.7,91,"['Comedy', 'Drama']",15257,['0420982'],"['0005169', '0000273', '0918934', '0000673', '0829270', '0547349', '0472710', '0180984', '0122601', '0489605', '0910055', '0002546', '0565703', '0692524', '0531787', '0932439', '0718430', '0870524', '0666256', '0439940', '0005348', '0001549', '0770268', '0931362']",['0420982'],"['0982337', '0034515']"
Daddys Home 2,5/10,,2024-08-26,,,,5657846,5657846,Daddy's Home 2 (2017),https://www.imdb.com/title/tt5657846,,2017,6.0,100,['Comedy'],87507,['1890845'],"['0002071', '0000242', '0000154', '0001475', '0004802', '1080620', '6236783', '5411494', '6366134', '9408870', '9408871', '9408872', '1078479', '1627969', '8997760', '6118378', '8940277', '3986977', '3809932', '4263976', '1128356', '5382258', '3608877', '9408873', '9408874', '8974014', '1944325', '2765889', '9408875', '0029470', '1062195', '6087773', '2300772', '9408876', '3314810', '0882769', '9021239', '4554392', '7702979', '1889772', '9408878', '9124735', '1890845', '9464699', '8993251', '8952020', '10873472', '6312294', '4099578', '7222533', '1330102', '2186275', '6039436', '7672323', '6272365', '7371602', '9901447', '0122987', '4233343', '9207883', '2818573', '14157777', '9054584', '4593782', '0165825', '8917622', '9290471', '2154195', '8220917', '7790911', '8599192', '3578012', '4101087', '1463220', '9046459', '1164371', '6520003', '6167985', '6221408', '1814166', '9158234', '3413370', '8661020', '11973601', '2924997', '3313805', '4098925', '2016707', '8435980', '9042154', '2883904', '2842828', '10708672', '9919220', '5836233', '6143975', '7683074', '2242385', '8947607', '2047767', '2339304', '7339951', '2841197', '8395123', '4570713', '4239691', '7639906', '10836044', '4481516', '9691348', '8636694', '5552719', '3566356', '7552539', '8663744', '9561140', '1863451', '6363355', '7366602', '7046355', '7778595', '7778594', '5385021', '9195054', '11054330', '7686964', '8132367', '8683695', '12034025', '0000553', '0635847', '9666985', '5857646', '14630804', '9006409', '6604726', '4488891', '8333311', '4625643', '9207581', '12067161', '7768049', '3248504', '4099195', '12400418', '8540803', '2502402', '9140404', '1720159', '3296349', '2436198', '9316977', '6070273', '8418835', '7630720', '5815854', '10148614', '2336925', '10959710', '8222740', '4820314', '6112483', '6119097', '11866147', '7191723', '5901148', '6134323', '4308464', '9024606']","['1890845', '1898234', None, '0122602']","['0023400', '0186190']"
Incoming,5/10,,2024-08-27,,,,21284218,21284218,Incoming (2024),https://www.imdb.com/title/tt21284218,,2024,5.8,91,['Comedy'],13123,"['3728034', '1497310']","['9296746', '6821153', '0647698', '8534591', '4564958', '6004682', '10214424', '7365038', '10320877', '4373295', '11062782', '10921740', '0134072', '1072959', '13638640', '8734462', '4347315', '2509902', '2677217', '13011883', '8244095', '11831999', '6753473', '3946854', '4990243', '16359907', '2753054', '3483537', '8649149', '5057049', '4842062', '0370422', '5127298', '5969780', '8603886', '13157417', '10690578', '10931457', '1576260', '12482258']","['3728034', '1497310']","['0827551', '0163543', '0738816', '0409893']"
Terminator,7/10,,2024-08-27,,,,88247,88247,The Terminator (1984),https://www.imdb.com/title/tt0088247,,1984,8.1,107,"['Action', 'Adventure']",956587,['0000116'],"['0000216', '0000299', '0000157', '0934902', '0000448', '0001685', '0609477', '0091286', '0588241', '0770974', '0449534', '0173372', '0000200', '0422460', '0859921', '0936537', '0296045', '0643254', '0230481', '0267016', '0403758', '0592326', '0330524', '0874188', '0945166', '0434781', '0606730', '0268440', '0575616', '0292606', '0707811', '0295328', '0694495', '0832220', '0584316', '0109929', '0931919', '0684442', '0725078', '0930254', '0730355', '0611127', '0243942', '0031077', '0338123', '0365634', '0471654', '0544636', '2146279', '0922157']","['0000116', '0005036', None, '0936537']","['0106410', '0215706', '0056805', '0777708']"
Terminator 2,9/10,,2024-08-27,,,,103064,103064,Terminator 2: Judgment Day (1991),https://www.imdb.com/title/tt0103064,,1991,8.6,137,"['Action', 'Adventure']",1220721,['0000116'],"['0000216', '0000157', '0000411', '0001598', '0091286', '0608012', '0580924', '0346003', '0177528', '0001280', '0075359', '0357696', '0316480', '0935297', '0775623', '0928630', '0250218', '0522027', '0154538', '0075513', '0482141', '0896436', '0568033', '0658293', '0930663', '0212575', '0822739', '0822734', '0528260', '0262481', '0185178', '0109493', '0633228', '0800830', '0735290', '0007951', '0950020', '0113233', '0252745', '0615557', '0606487', '0848596', '0429980', '0263254', '0682334', '0492924', '0468034', '0512746', '0002889', '0036223', '0036368', '3048992', '0120971', '3752734', '0143409', '0196931', '2835535', '0415053', '3812068', '0464638', '0004273', '0495390', '0581166', '0734747', '1772228', '0002396', '0824151', '4576310', '0861752', '0908121', '0936537']","['0000116', '0936537']","['0094459', '0092551', '0038663', '0399354', '0182657', '0948158']"
Godzilla X Kong,5/10,,2024-08-27,,,,14539740,14539740,Godzilla x Kong: The New Empire (2024),https://www.imdb.com/title/tt14539740,,2024,6.1,115,"['Action', 'Adventure']",118033,['1417392'],"['0356017', '3109964', '1405398', '10544447', '0273159', '2371196', '1344302', '3768337', '3873278', '3028193', '0178629', '6346983', '12449367', '0938931', '3699411', '6433963', '2521588', '12909359', '15920499', '14482355', '15620884', '10968426', '0324270', '8428174']","['0744429', '1417392', '1440023', None, '0744429', '1440023', '2916300']","['0159111', '0311163', '0002663']"
Movie 43,6/10,,2024-08-28,,,,1333125,1333125,Movie 43 (2013),https://www.imdb.com/title/tt1333125,,2013,4.4,94,['Comedy'],115849,"['0006969', '0109359', '0139867', '0192090', '2086105', '0001162', '0268380', '1158962', '2455747', '0348181', '0711840', '1743387', '0644022']","['0000598', '0001427', '0996669', '1470683', '0766005', '1230874', '0532235', '2655183', '0413168', '0000701', '0163267', '0278234', '0420963', '2415313', '2996665', '2087739', '0000630', '0915208', '1837544', '1024264', '2411888', '0267506', '0695435', '1356578', '0666871', '0033903', '5263129', '0001085', '1297015', '0294043', '5473154', '5472496', '5472209', '0000152', '0098378', '1442113', '0541902', '3988847', '1990562', '0024406', '0519043', '0837177', '0000235', '0134072', '0068338', '1894655', '0004753', '0137800', '2197298', '0970813', '5472895', '4209819', '5472729', '1617837', '2204106', '3721383', '3435326', '2943328', '4507095', '5473055', '5472597', '5472379', '2395586', '1631269', '0911320', '1497548', '0909768', '5472664', '5472270', '0124930', '0005405', '0424216', '3355987', '0000932', '0580351', '0046223', '3725472', '0921976', '2164693', '4166065', '3514006', '2727818', '0315143', '0005024', '4120184', '2699956', '2711862', '5472118', '1337350', '3217151', '2044985', '3602411', '1266915', '0390584', '2655214', '0835688', '0006969', '0241049', '3014840', '1162421', '3100936', '1449447', '1789914', '1977583', '0204286', '4168005', '2107837', '0398828', '0514719', '1171196', '2351676', '0180181', '3810051', '6330362', '0268380', '0283475', '3272533', '0456130', '0458514', '0500725', '4295906', '0602813', '1822410', '3186199', '2561457', '1043006', '0679357', '0001724', '2788680', '5731262', '0921853']","['2415313', '2326580', '0088546', None, '2415313', '2326580', '3913565', None, '2455747', '3287345', None, '2415313', '2326580', None, '3666380', None, '2415313', '2326580', '5621285', '5621400', '5621376', None, '0137800', None, '1743387', None, '2032481', None, '1158962', '0765563', None, '1856892', None, '0698119', None, '2415313', '2326580', None, '0348181', None, '0644022', None, '2326580', None, '2415313', None, '2695453']","['0142678', '0310456', '0025423', '0037906', '0299219']"
The Bikeriders,8/10,,2024-08-29,,,,21454134,21454134,The Bikeriders (2023),https://www.imdb.com/title/tt21454134,,2023,6.6,116,"['Crime', 'Drama']",63655,['2158772'],"['2581521', '3069650', '0362766', '0788335', '4576311', '2933542', '0380632', '3354041', '1710309', '3194762', '3108675', '0005342', '2322283', '0817027', '0646165', '4534324', '3695920', '0227051', '4225350', '0232840', '0256885', '4008593', '6873204', '4646760', '13574764', '2257216', '8027543', '1907812', '2534638', '1268470', '13393028', '10550918', '3802966', '1697796', '5550952', '5652539', '7425091', '10189920', '5684356', '16347658', '6488072', '14451325', '15953531', '7440312', '12882375', '15001361', '8843770', '8850048', '9911200', '6451122', '13762485', '6129042', '8897241', '10835374', '14931007', '10488569', '14706094', '12510115', '13676154', '9606854', '11389952', '1001678', '14292791', '7194541', '12508546', '3747032', '8659901']","['2158772', None, '1490770']","['0042399', '0867908', '0007127', '0498467', '0781821']"
The Bee Movie,5/10,,2024-08-29,,,,389790,389790,Bee Movie (2007),https://www.imdb.com/title/tt0389790,,2007,6.1,91,"['Animation', 'Adventure']",186395,"['0971239', '9054338']","['0000632', '0000250', '0000111', '0911320', '0000422', '0001674', '0000870', '0001469', '0005092', '0000501', '0001776', '0001856', '0588777', '0005259', '0001800', '0724245', '0431660', '0191906', '1166844', '0732165', '0683737', '0552092', '0970447', '0379114', '0500140', '0022901', '2326037', '0534134', '0607402', '2810621', '0971239', '0936670', '0224007', '0546267', '0084190', '0414975', '3154000']","['0000632', '0272324', '0546267', '0732165', None, '0552092', '1166844']","['0129164', '0224033']"
Pulp Fiction,9/10,,2024-08-29,,,,110912,110912,Pulp Fiction (1994),https://www.imdb.com/title/tt0110912,,1994,8.9,154,"['Crime', 'Drama']",2309843,['0000233'],"['0000619', '0001625', '0522503', '0000237', '0000168', '0482851', '0001844', '0824882', '0000246', '0000609', '0129538', '0302345', '0000275', '0000655', '0000235', '0387533', '0318402', '0794967', '0341601', '0163916', '0683334', '0662085', '0000114', '0504147', '0803238', '0384936', '0000686', '0511323', '0792051', '0751902', '0877822', '0427484', '0086783', '0020340', '0210218', '0555462', '0004980', '0884395', '0443344', '0924261', '0338886', '0382512', '0000793', '0000233', '0000172', '0842140', '0004744', '0021515', '0063929', '2590277', '7825569', '0266623', '8681227', '0686236', '0723651', '1771244', '0744302', '0767216', '1590539']","['0000233', '0000812', None, '0000233']","['0022594', '0019267', '0010434']"
After Everything (2018),8/10,,2024-08-29,,,,6688022,6688022,After Everything (2018),https://www.imdb.com/title/tt6688022,,2018,6.4,95,"['Comedy', 'Drama']",2646,"['2000954', '4054205']","['2087739', '2140860', '5125871', '7603745', '0935921', '0000153', '0000673', '3459140', '0756083', '0452748', '6564737', '7100118', '0707983', '0861361', '3130554', '0012679', '3366702', '1043296', '8254233', '1200804', '3071514', '4947091', '0421421', '1264624', '1266067', '2444133', '2650183', '8518034', '5394181', '0114430', '3933460', '3697914', '6734562', '10260256', '6912530', '7483474', '1705586', '6487627', '7336633', '8721925', '2674188', '3677062', '4653323', '0583609', '0289874', '3491108']","['2000954', None, '4054205']","['0303286', '0593876', '0744004']"
Knocked Up,8/10,,2024-08-29,,,,478311,478311,Knocked Up (2007),https://www.imdb.com/title/tt0478311,,2007,6.9,129,"['Comedy', 'Romance']",391005,['0031976'],"['0736622', '0001337', '0748620', '0005182', '0781981', '0059431', '1706767', '0771414', '2304722', '2957717', '2654829', '0005088', '0000601', '0876138', '1325419', '0352778', '0421822', '0732497', '0046730', '0906525', '0993190', '0004395', '0002262', '0172558', '1145983', '1127337', '0113158', '0718642', '2326897', '0082450', '0583659', '0270139', '2091239', '0570904', '0109359', '0580217', '0341574', '2654831', '2654841', '1317917', '1436727', '0109350', '2654820', '0557874', '2654828', '1075003', '7087947', '0004695', '2713902', '0136797', '2405438', '0004873', '2424239', '2396856', '0290556', '2421062', '2425812', '2588355', '3990119', '1346573', '1346574', '4753584', '2689167', '2795598', '3169902', '2554204', '0578949', '1865173', '0177827', '2582839', '0780435', '1009277', '1119960', '1756432']",['0031976'],"['0005073', '0073081']"
The Dark Crystal,6/10,,2024-08-30,,,,83791,83791,The Dark Crystal (1982),https://www.imdb.com/title/tt0083791,,1982,7.1,93,"['Adventure', 'Family']",74043,"['0001345', '0000568']","['0001345', '0612020', '0000568', '0324397', '0926209', '0325028', '0610970', '0668267', '0703934', '0741714', '0024857', '0818706', '0055964', '0498320', '0932146', '0505154', '0680975', '0338431', '0805524', '0787449', '0249507', '0123214', '0228915', '0180742', '0746989', '0701023', '0821104', '0183171', '0315557', '1929263', '0461024', '0261443', '0307589', '0561753', '0925794', '0250272', '0219336', '0453023', '0625456', '0934220', '0045969', '0118344', '0172081', '0057277', '0412242', '0597649', '0922590', '0640561', '0025329', '0054033', '0086881', '0176732', '0205174', '0428954', '0471109', '0585593', '1574406', '13511255', '0926207', '0933793']","['0643973', None, '0001345']","['0103220', '0055122', '0579288', '0095015']"
The First Slam Dunk,9/10,,2024-09-02,,,,15242330,15242330,The First Slam Dunk (2022),https://www.imdb.com/title/tt15242330,,2022,8.1,124,"['Animation', 'Comedy']",10801,['2547182'],"['9864890', '7658991', '9311345', '1878161', '1399925', '2434449', '7663764', '7523501', '1106566', '5102601', '9309053', '10098056', '4909523', '1840747', '9220596', '6092930', '5443773', '3213978', '4895241', '3526440', '10877145', '4439231', '1355336', '8267059', '7392932', '8558750', '9669909', '1238027', '9927957', '5798209', '7552800', '0757087', '6257123', '7387391', '3401959', '9706877', '1132505', '9973084', '3358475', '7982187', '1294836', '14688917', '8645081', '5096329', '11524868', '12677275', '10631700', '1146183', '14737511', '8250466', '8909904', '13665787', '6619844', '16356240', '8661735', '11503851', '5587893', '11932520', '12741568', '13507942', '8384437', '15493831', '13122452', '1042068', '14497510', '9261313', '11124854', '4872557', '13038273', '13950515', '7048131', '12576097', '13287042', '1867257', '4930356', '7462725', '13675731', '13101536', '8937582', '9788422', '5692375', '12735874', '1361499', '10302279', '11513458', '9761759', '5651807', '0655455', '12646231', '15278103', '16325342', '5700457', '7112121', '11090883', '6752954', '0840657', '14996101', '1073754', '13396369', '9831806', '3947216', '15922133', '14256983', '10173973']","['2547182', None, '2547182']","['0254403', '0062107', '0053157']"
