Movie Name,Kevin's Rating,Unnamed: 2,Watch Date,Ryan's Rating,Sebastian's Rating,Darrell's rating ,DB ID,IMDB ID,Long Title,IMDB URL (don't edit me),Corrected IMDB (edit me!),year,rating,runtimes,genres,votes,director,cast,writer,production companies
Rocky Balboa,6/10,,2024-09-26,,,,479143,479143,Rocky Balboa (2006),https://www.imdb.com/title/tt0479143,,2006,7.1,102,"['Drama', 'Sport']",236289,['0000230'],"['0000230', '0949350', '1620989', '0400625', '0893257', '0123748', '0073128', '2162794', '0001735', '1736193', '0005512', '0761572', '0522573', '2462854', '2200981', '2463727', '2452845', '0851159', '1436906', '1716493', '1494968', '0448548', '1468833', '2205017', '0083083', '0387570', '1275586', '0483915', '0580341', '1344053', '0624852', '0837378', '0273416', '0677173', '1901405', '0711844', '2463295', '2464592', '0119354', '0181365', '2278892', '0474912', '2464670', '0821734', '2463046', '1708414', '0139882', '2342328', '0599086', '0854772', '0446830', '2466182', '2461962', '0792421', '0619555', '0174037', '1347896', '1547895', '2577016', '2501736', '8647046', '2525219', '2320174', '9585795', '1847621', '1498724', '2039526', '1659122', '1659799', '1615536', '3112134', '3030996', '0243695', '5913299', '3877889', '5241466', '2873947', '2203857', '2326896', '1020877', '1883546', '12965938', '1807755', '2125802', '3768762', '2728184', '1810195', '2039839', '0000185', '4075127', '2303162', '2331780', '0580565', '2164988', '15372159', '2314948', '4819451', '5886517', '1320808', '0001558', '0611017', '6719692', '3051589', '4669367', '2284605', '7352641', '1852499', '2441222', '13538581', '0844935', '5294565', '2118369', '1647523', '2335068', '2329920', '2105259', '1683054', '2403482', '3113704', '1123558']","['0000230', None, '0000230']","['0007143', '0050868', '0003580', '0054262']"
Creed,10/10,,2024-09-27,,,,3076658,3076658,Creed (2015),https://www.imdb.com/title/tt3076658,,2015,7.6,133,"['Action', 'Drama']",319191,['3363032'],"['0430107', '0000230', '1935086', '0711118', '3188266', '6905689', '0182662', '0243695', '0574615', '7444490', '7734528', '5137202', '0365445', '7734529', '5957893', '0933096', '2709435', '0865995', '4172291', '3944003', '7734530', '7734531', '0854772', '3014982', '2760252', '1183986', '1874040', '3450086', '7734532', '2460153', '1215266', '9511986', '7734533', '7190250', '0675887', '0757941', '1334788', '7734534', '7734535', '0000630', '0680405', '1344053', '0483915', '0119354', '1123990', '1122677', '0832569', '5228245', '7734537', '7734538', '2028052', '3841682', '3965736', '1683133', '3635740', '7734541', '7995581', '3234869', '6938015', '7734542', '1627137', '0460925', '2127522', '7367105', '0528324', '2828452', '1836650', '7734543', '5373642', '7759754', '4145432', '7113873', '6538720', '4451855', '7327083', '7240700', '0026503', '7458060', '7781785', '2686793', '6680643', '8469169', '8044049', '8194660', '7111794', '2405592', '6268374', '7273876', '6599633', '1731680', '4949546', '8520009', '7475645', '2771316', '8430083', '5478026', '7011363', '3992169', '6163462', '7009175', '0151822', '1938820', '6094560', '3469515', '3185680', '7910803', '1058105', '7659531', '6518022', '1659122', '4937307', '1591514', '6644387', '7029256', '5623234', '7531283', '6781504', '7050163', '4522956', '5255546', '7026761', '3734576', '9819046', '1419977', '4281024', '7459754', '5708194', '3266358', '6410516', '5241466', '6959196', '5132618', '6764413', '6031750', '8568696', '6696174', '5553754', '6742469', '7458300', '6105190', '1967694', '7736637', '6285024', '7222378', '5526320', '4285235', '7171099', '5002826', '5352853', '5207682', '2803854', '4858056', '4198692', '7571315', '6751531', '5368189', '7585473', '4464653', '7745519', '5569524', '7279565', '6457390', '2163006', '7092726', '4843680', '6968214', '5996333', '5992632', '5828838', '7118324', '3555224', '3768762', '5032164', '2303638', '4481516', '1942232', '7469276', '3973367', '4701949', '6820877', '6948599', '9715351', '3102780', '7139319', '0553304', '9345298', '2303162', '7514008', '3650948', '7804915', '8435257', '7021823', '4516868', '7215087', '7395467', '2970798', '5886517', '3368596', '2925391', '9056513', '4702430', '6639638', '8220546', '5043512', '3302647', '4144702', '8644002', '7721270', '4669367', '1154281', '6070274', '4131360', '8909235', '1909028', '8267842', '4516095', '3491829', '5717208', '7931125', '9060543', '6636884', '2684879', '6097524', '3603140', '6638777', '0752845', '7309484', '2296266', '7752354', '6970449', '5729094', '3491108', '1152355', '6720328', '6212530', '7699916', '5294565', '7196766', '2332909', '7063482', '5846602', '5226857', '4924616', '2335068', '1115301', '5522788', '7468028', '4303879', '5192238', '7407827', '7385144', '7464754', '7217713', '5258950', '7300438', '7790129', '8781248', '3171800', '7052021', '7372731', '5240223', '1889701', '2244220', '1728080', '2143469', '2195468', '6442180', '7171748', '2299225', '0923114', '5662586', '6032234', '7245620', '5621774', '2964546', '7258739', '4246043', '4863160', '7832204']","['3363032', '2128400', None, '3363032', None, '0000230', None, '0000230', None, '0000230']","['0007143', '0002663', '0046718', '0054262']"
Creed II,8/10,,2024-09-27,,,,6343314,6343314,Creed II (2018),https://www.imdb.com/title/tt6343314,,2018,7.1,130,"['Action', 'Drama']",161105,['4023702'],"['0430107', '0000230', '1935086', '0711118', '0000185', '8108730', '0395203', '0365445', '0893257', '9555185', '3188266', '0000557', '4683764', '0243695', '2462854', '6171174', '3394391', '10269441', '4935507', '1104232', '4843975', '5463978', '4653162', '5380012', '1888976', '2197020', '3571325', '0865995', '10102319', '2918684', '1986650', '6449404', '0757941', '10269442', '10269443', '9938728', '2400558', '1093838', '2166477', '0868009', '0119354', '0483915', '1344053', '1035578', '1207766', '0169920', '7335501', '6636880', '7759754', '8772557', '10237020', '9884726', '9127795', '8531003', '6680643', '3753691', '8415603', '5688205', '7111794', '8869200', '2869914', '6268374', '9174713', '7273876', '9607490', '8386774', '4949546', '8155625', '6867799', '9561621', '5560543', '8354457', '9910572', '3246308', '4855470', '6186703', '5478026', '5561227', '7011363', '9380271', '6517139', '10074096', '7232165', '7238224', '9796426', '4848981', '4600955', '9771099', '6343096', '4498375', '14422562', '2569259', '4888372', '3185680', '1058105', '6518022', '1659122', '8562885', '9802672', '3091391', '13752004', '3110296', '11888999', '9034682', '6612566', '9780546', '6372748', '9823355', '6864443', '2623668', '4129948', '2223368', '9756906', '9093664', '9639444', '11010647', '3266358', '8120946', '11351471', '9644012', '9780650', '9541072', '12969347', '2772986', '5241466', '8070375', '5132618', '5155353', '9442910', '9543259', '4328442', '6082148', '7897004', '10591993', '8021738', '3125601', '4972754', '9443519', '6105190', '4285235', '7171099', '1429889', '5352853', '6669389', '8894967', '8745507', '7673522', '5991113', '10106918', '7585473', '9865053', '10109671', '9760981', '7745519', '11202377', '5138403', '6407108', '5236457', '16318825', '9789445', '7279565', '2684628', '11654231', '5151832', '8936920', '9410694', '5858328', '8215148', '8587153', '2381875', '11853120', '8328805', '8177461', '6252536', '9894821', '7788905', '9725971', '3094484', '7280855', '4319752', '9424480', '3801095', '1859684', '9381164', '4757887', '9510139', '8382109', '3973367', '7862353', '3565825', '9693095', '14924022', '5241237', '9672377', '9060268', '8855065', '13835767', '4057344', '4193949', '2263676', '0553304', '7673438', '6509342', '1255829', '7276401', '8435257', '3973257', '8969484', '10117429', '5487799', '6636885', '9488836', '3246859', '7395467', '9585312', '6598058', '8583474', '2970798', '12343500', '5886517', '10773217', '5746962', '1540490', '2925391', '9056513', '2225325', '6805996', '9287820', '9803967', '0642230', '9984045', '9883076', '9709856', '3302647', '4144702', '4669367', '5939205', '5154359', '9204469', '9800039', '10115057', '5842972', '10469399', '13366172', '7017219', '9079176', '8408032', '9295480', '9451983', '9612902', '6555980', '7792098', '11494806', '5586288', '5717208', '10864228', '11695980', '6636884', '9525015', '2684879', '4684488', '7098753', '7137213', '3603140', '9795321', '0752845', '2296266', '4947738', '3491108', '5943111', '6720328', '0640143', '8220077', '5474762', '5319200', '12674592', '9559346', '5294565', '7652332', '9094558', '8497121', '14665918', '8165542', '5226857', '1762900', '10954118', '2136484', '5048702', '3044622', '4924616', '9865337', '11913571', '9701090', '9443054', '4626231', '5726277', '10256931', '9854804', '9924652', '1811793', '8936624', '8347317', '4539765', '2645470', '10185865', '7790129', '10666183', '10327938', '12396152', '10516756', '6330419', '7701805', '2686947', '8133003', '9045092', '7171748', '6345579', '9369121', '9725718', '5662586', '7839140', '5395760', '7258739', '9056511', '6981687', '9170394', '8798911', '7989190']","['3541432', '0000230', None, '0672011', '1854539', None, '0000230', None, '4023702']","['0007143', '0002663', '0046718', '0054262']"
Creed III,8/10,,2024-09-28,,,,11145118,11145118,Creed III (2023),https://www.imdb.com/title/tt11145118,,2023,6.7,116,"['Action', 'Drama']",99028,['0430107'],"['0430107', '1935086', '3718007', '0365445', '0711118', '13555182', '8419596', '0508139', '8108730', '6404606', '6622667', '6905689', '4683764', '14573968', '0243695', '9933644', '6484459', '2369891', '14573969', '6449404', '2400558', '1658886', '9491064', '5827297', '0502020', '3849604', '0076988', '2798613', '14573970', '14573971', '2189542', '4445757', '5056722', '3017450', '11917449', '4599726', '1946567', '0001608', '1511680', '3892870', '14573972', '1351445', '3688863', '2396655', '5563983', '1654896', '3831417', '9302752', '13788937', '14007667', '6710846', '12251151', '5927797', '3625796', '10075087', '2549198', '14573974', '1699634', '1789333', '7693881', '10445498', '12951419', '7575422', '8067338', '2976354', '13308710', '13861089', '10547105', '5414221', '14099189', '14271915', '0672420', '10983267', '6881961', '9744305', '11647284', '13316084', '7468028', '12671261', '8490511', '6750227', '11056830']","['5462940', '1598140', None, '3363032', '5462940', '1598140', None, '0000230']","['0007143', '0054262', '0794213', '0618269', '0843639']"
I Saw The TV Glow,4/10,,2024-09-30,,,,15574270,15574270,I Saw the TV Glow (2024),https://www.imdb.com/title/tt15574270,,2024,5.8,100,"['Drama', 'Horror']",33779,['5313125'],"['6819854', '6617420', '11865277', '8473220', '9924740', '4314990', '0004890', '5423804', '8616975', '13719668', '0072435', '3490121', '0549535', '0848543', '10737425', '4561678', '4150108', '3639937', '8883328', '15751794', '15751795', '15751796', '5353667', '13302175', '15751797', '15751798', '15751799', '14208095', '11362959', '9716490', '11523765', '12064742', '6385958', '13610881', '2268770', '9609413', '10012753', '3491108', '0878495']",['5313125'],"['0390816', '0814399', '0670540', '0799897', '0635417']"
Killer Heat,6/10,,2024-10-01,,,,27419292,27419292,Killer Heat (2024),https://www.imdb.com/title/tt27419292,,2024,5.6,97,"['Crime', 'Drama']",12770,['1272284'],"['0330687', '0940362', '0534635', '0391600', '1959501', '3880181', '2595496', '3212632', '0250630', '16418113', '16418110', '16418116', '5254236', '16418111', '16418109', '16418114', '16418112', '16418115', '10968854', '2857193', '1172134', '10043564', '12979894', '2806494']","['4131020', '1894782', None, '1867674']","['0319272', '0203259', '0273107', '0643556']"
The Wild Robot,10/10,,2024-10-01,,,,29623480,29623480,The Wild Robot (2024),https://www.imdb.com/title/tt29623480,,2024,8.2,102,"['Animation', 'Sci-Fi']",141484,['0761498'],"['2143282', '0050959', '5598573', '0631490', '3513533', '1546196', '0000609', '0000434', '0001573', '16372344', '5647301', '6004682', '7462382', '8561809', '0048389', '0858378', '1698708', '1929609', '5489754', '3086712', '13917258', '12327048', '12092000', '16372343', '12789607', '16372345', '15901249', '16372346', '13846350', '4847816']","['0761498', None, '2464094']","['0169264', '0129164']"
Won't You Be My Neighbor?,8/10,,2024-10-03,,,,7681902,7681902,Won't You Be My Neighbor? (2018),https://www.imdb.com/title/tt7681902,,2018,8.3,95,"['Documentary', 'Biography']",27563,['1365879'],"['0736872', '0926202', '1754526', '1755816', '0136982', '1713778', '9989765', '0788706', '0618771', '9940421', '0624458', '0627791', '1771425', '1713779', '1769746', '10190762', '0255223', '1313717', '9879451', '0530901', '0166303', '0848200', '1879756', '0821799', '10190763', '10190764', '6293782', '0008640', '8141375', '0001051', '0166921', '0182195', '2233658', '10190768', '10190770', '0330722', '10190771', '0425696', '0000474', '0448305', '0453258', '1162401', '10190769', '10190767', '10190765', '0969691', '0568765', '0000552', '0633271', '1166890', '10190766', '10190772', '0811571', '9696325', '3782789', '1704972', '0000120', '0001992', '0004937', '0001468']",,
Euro Trip,8/10,,2024-10-03,,,,356150,356150,EuroTrip (2004),https://www.imdb.com/title/tt0356150,,2004,6.6,92,['Comedy'],230221,"['0769840', '0073688', '0541635']","['1310709', '0686009', '0471036', '1537925', '1511518', '0005502', '0922563', '0000354', '10784901', '1537779', '1537789', '1537799', '1537817', '1427069', '1096164', '1537947', '0127080', '1537881', '0005068', '0646156', '0974500', '0173748', '1467261', '1170390', '0279445', '1537809', '1362893', '0463495', '0002262', '1063397', '0035488', '1537858', '1537833', '1537869', '1537905', '1537946', '0005128', '1537929', '1537919', '1537950', '0462585', '1537828', '1537796', '0657822', '1537826', '1123346', '0046033', '0219005', '0399583', '0704648', '0784884', '0625887', '0879345', '1537892', '1537941', '0099086', '0405337', '0803281', '1537807', '0456164', '0590641', '0538869', '1391517', '0084759', '0417068', '0551354', '0452914', '0525921', '0827565', '0001787']","['0073688', '0541635', '0769840']","['0819670', '0118469', '0098163']"
Joker: Folie A Deux,5/10,,2024-10-03,,,,11315808,11315808,Joker: Folie à Deux (2024),https://www.imdb.com/title/tt11315808,,2024,5.2,138,"['Drama', 'Musical']",153857,['0680846'],"['0001618', '3078932', '0322407', '0001416', '5939164', '0176869', '5363341', '5279916', '0504962', '5015107', '0810488', '0913531', '0867022', '9710799', '0199637', '1991608', '2282835', '0480381', '3645534', '0214916', '0296350', '0456627', '3683023', '1456793', '4982032', '0518547', '0573134', '1927983', '9134751', '0349881', '3610961', '1072959', '7993490', '0510140', '5706089', '1190373', '16578599', '16578598', '2716554', '0231932', '2005766', '0454857', '1123364', '0822812', '2218435', '2705720', '16578600', '8323164', '12646951', '8646716', '14645260', '7835333', '16578601', '14945130', '3766683', '9844901', '15111560', '10113560', '15410272', '14664503', '13942198', '12387855', '2997991', '12646753', '11217899', '9122730', '1146786', '14759104', '13196015', '13234345', '15676424', '2094029', '13021165', '4971066', '14525196', '4998517', '8062435', '11789667']","['0798788', '0680846', None, '0004170', '0277730', '1047603', None, '0227704', '0863622']","['0002663', '1090055', '0609239', '0373725', '0123927', '0006259']"
Spies In Disguise,6/10,,2024-10-11,,,,5814534,5814534,Spies in Disguise (2019),https://www.imdb.com/title/tt5814534,,2019,6.8,102,"['Animation', 'Action']",59611,"['2939767', '0702863']","['3014031', '11227603', '5143033', '5337106', '1442093', '0000226', '0005207', '1053148', '1199811', '0012888', '0944957', '1004799', '0578853', '1266101', '5634295', '1072611', '2981665', '0827191', '5935673', '8961039', '7969957', '11227605', '8789131', '5312098', '2939767', '0702863', '3166084', '6008860', '4043618', '0870629', '0429069', '2394794', '1722577', '11227607', '3103829', '1456471', '11227609', '11227610', '0858378', '1987941', '1763390', '11227612', '8285161', '1731694', '1116113', '8486858', '2804113', '0317244', '1638069', '0329514', '1925939', '0415811', '1216867', '0454079', '0607434', '0650969', '5620984', '0679690', '1408690', '0783378', '0842303', '2068219', '6916638', '0952399']","['1909378', None, '1248357', None, '0178589', '1124448']","['0047265', '0286257', '0179259']"
Girl Haunts Boy,5/10,,2024-10-14,,,,29892095,29892095,Girl Haunts Boy (2024),https://www.imdb.com/title/tt29892095,,2024,6.3,100,"['Fantasy', 'Romance']",2724,['1733017'],"['2572554', '7630848', '0623085', '10762202', '7284951', '2704072', '11849901', '2696194', '12449030', '11921685', '13111770', '9839220', '3253031', '3681555', '14767908', '13429163', '9303275', '4673068', '10904326', '14126732', '14831932', '14208095', '9216623']","['8208982', None, '0254813', None, '8208982']","['0951662', '0700991']"
Coach Carter,7/10,,2024-10-14,,,,393162,393162,Coach Carter (2005),https://www.imdb.com/title/tt0393162,,2005,7.3,136,"['Biography', 'Drama']",178724,['0141961'],"['0000168', '0114532', '0722647', '0327779', '1560300', '0849612', '1475594', '0038680', '1564024', '0236225', '0005247', '0935255', '0488095', '1559304', '0818055', '0248913', '0569076', '1799004', '0163615', '1497570', '0497247', '1169619', '1048128', '0182471', '0048844', '1014436', '0566013', '0396852', '0318784', '1800832', '1604066', '0301083', '0916491', '0445421', '1798714', '1510154', '1801105', '1800916', '1674908', '1800152', '1290359', '0505801', '0298050', '0832565', '0182620', '1807428', '0226784', '1796877', '0880820', '0859150', '1797731', '1833248', '1616291', '1835716', '1792876', '1796201', '1835766', '1797500', '1792671', '1795672', '1706624', '1799502', '1817362', '0591586', '1800935', '1801570', '1801878', '1799348', '1799361', '1799997', '1833980', '1801306', '0901644', '1801852', '1422971', '1801432', '1800445', '0091180', '1267470', '1484752', '1043358', '1619570', '1555697', '1348426', '1941861', '1881795', '1939063', '1033016', '1382207', '1552517', '1081057', '1383787', '7648057', '11349280', '1668357', '1757960', '1229455', '2029107', '0166346', '4870770', '2380972', '6472184', '1109158', '2495438', '5103837', '2172872', '1232808', '0413847', '1906074', '0443248', '2841197', '2058323', '2279673', '1123863', '12225751', '1895534', '4046484', '2258412', '0584222', '1019884', '2072205', '7172606', '2970769', '2146653', '1575280', '0426205', '1738084', '0756022', '1816489', '0763341', '1772963', '1801505', '1724642', '4496320', '2899936', '1139329', '1560043', '1200799', '1490045', '4275312', '3690578']","['0777043', '0309691']","['0119394', '0034438', '0035058', '0152527', '0099647']"
Lonely Planet,6/10,,2024-10-15,,,,20194882,20194882,Lonely Planet (2024),https://www.imdb.com/title/tt20194882,,2024,5.7,94,"['Drama', 'Romance']",10987,['0335666'],"['0000368', '2955013', '9537602', '3950367', '0316271', '1021224', '0330821', '1335698', '4969869', '5489304', '3382412', '1190245', '2326238', '15428778', '16539978', '11115009', '16539971', '16539981', '16539975', '16539977', '16539972', '0643041', '16539973', '16539976', '16539980', '16539974', '3712304', '16539979', '16539982', '1587775', '5879881', '0517512', '3472181', '0363954', '7312826', '1722598', '8058446', '12703549', '2818129', '2476262']",['0335666'],['0691491']
Pixels,4/10,,2024-10-16,,,,2120120,2120120,Pixels (2015),https://www.imdb.com/title/tt2120120,,2015,5.6,105,"['Action', 'Comedy']",167814,['0001060'],"['0001191', '0416673', '1157358', '0227759', '1265802', '3292692', '0004051', '0000293', '0005105', '0000101', '1649714', '0443577', '1667364', '0015124', '0565336', '0379056', '0864490', '0761977', '0852039', '0738452', '0806613', '1102987', '0829644', '0184445', '0482126', '1912403', '0665830', '0806912', '0466175', '2490721', '3927383', '6480567', '6480568', '7449879', '6451036', '2636836', '0521781', '1136565', '3067471', '6651056', '4270331', '6823075', '5385972', '0333605', '5016485', '6749397', '1283447', '3083489', '4321536', '0673674', '4909099', '2286416', '4036561', '1353738', '3203552', '2528248', '3870424', '1797438', '0002944', '0721659', '2258224', '0420837', '1141955', '1581398', '7456870', '0871128', '2971482', '0355461', '0643091', '0001242', '0921942', '1036306', '0016141', '5505303', '7553670', '7115918', '6596842', '3157929', '3202283', '7476659', '5779394', '2260595', '3323411', '8488577', '7930532', '0000251', '12485472', '6363399', '9843988', '11513041', '3820033', '5322891', '2170067', '0382834', '3112288', '3834567', '4923030', '3777647', '13301528', '6804482', '7076101', '3896677', '6496551', '2736129', '2735173', '4444087', '5783314', '6754389', '0000187', '6728968', '3089971', '10633819', '2579728', '7646861', '6732832', '0001544', '8108264', '7200499', '6708128', '7582293', '3790342', '5784397', '6106408', '6595222', '4211559', '0001654', '6538819', '6138189', '5702186', '6932119', '5641673', '3857608', '4177249', '0789716', '0815654', '5204356', '0841910', '6585190', '1464877', '7586243', '7094617', '0898199', '9131915', '7505780', '6376779']","['0379056', '0000251', None, '0379056', None, '1268896']","['0050868', '0479739', '0049799', '0059609', '0046151', '0582662', '0210547']"
Two Weeks Notice,6/10,,2024-10-19,,,,313737,313737,Two Weeks Notice (2002),https://www.imdb.com/title/tt0313737,,2002,6.2,101,"['Comedy', 'Romance']",129852,['0492909'],"['0000113', '0000424', '0001860', '0412374', '0458951', '0122688', '0354069', '0592923', '0045935', '0230731', '0185274', '1293256', '0688840', '0537426', '0935395', '0031529', '0615525', '1293221', '0842587', '1029834', '1295962', '0192351', '0275417', '0048379', '0099267', '0797435', '0954397', '0610611', '1085727', '0160644', '1285561', '0681337', '0275851', '0048250', '0480775', '0709492', '1293071', '0874339', '1289528', '0101030', '0861856', '0654353', '1292967', '0527591', '0741045', '1517336', '2782582', '1247836', '3951640', '1847170', '0144425', '1267997', '5956048', '1265495', '1308833', '3173241', '8730364', '2397208', '0266898', '2714269', '1145336', '2179981', '3118198', '1608705', '0420188', '2740060', '0443248', '4667058', '1255825', '1473976', '1783403', '2133935', '1179615', '2827073', '1894152', '2468074', '0695058', '1324249', '1986835', '1338031', '1997688', '1373278', '2450269', '0917848', '1946675', '3970850']",['0492909'],"['0040620', '0108864', '0024939', '0015475']"
Dídi,8/10,,2024-10-19,,,,30319503,30319503,Dìdi (2024),https://www.imdb.com/title/tt30319503,,2024,7.3,93,"['Comedy', 'Drama']",11453,['7648876'],"['9865565', '0001040', '5063647', '14461892', '15726742', '15726743', '15726744', '15726745', '15527603', '15726746', '15726747', '13541631', '15726748', '15726749', '15726750', '9087863', '15726751', '15726752', '15270939', '14282113', '15726753', '15726754', '15726755', '9806688', '15726756', '15726757', '0005069', '15726758', '3513533', '13664515', '13946885', '6054497', '13219766', '12355292']",['7648876'],"['1007748', '1070366', '0442328', '0979475', '0976233']"
The Sixth Sense,8/10,,2024-10-21,,,,167404,167404,The Sixth Sense (1999),https://www.imdb.com/title/tt0167404,,1999,8.2,107,"['Drama', 'Mystery']",1089945,['0796117'],"['0000246', '0005286', '0001057', '0931404', '0605080', '0005531', '0848534', '1005688', '0635769', '0280245', '0939731', '0059215', '0868125', '0838655', '0051479', '0794658', '0767002', '0201075', '0366873', '0727969', '0278941', '0834380', '0529130', '0280588', '0748816', '0443978', '0788380', '0796117', '0382417', '0941888', '0631029', '0941887', '0206157', '0232779', '0494785', '0520013', '0409475', '0791938', '0572444', '0040081', '0567370', '0735376', '3411922', '0101119', '7572327', '1773634', '1560217', '5241466', '5179857', '0370087', '1602475', '0443248', '9515805', '2399061', '2316340', '0646996', '0731712', '10232652', '14160942', '5294565']",['0796117'],"['0076240', '0031181', '0013175', '0018092']"
Sleepless in Seattle,9/10,,2024-10-21,,,,108160,108160,Sleepless in Seattle (1993),https://www.imdb.com/title/tt0108160,,1993,6.8,105,"['Comedy', 'Drama']",197310,['0001188'],"['0000158', '0539678', '0001854', '0001255', '0268356', '0000508', '0000212', '0000597', '0238956', '0641870', '0001383', '0942903', '0175814', '0848716', '0872821', '0000715', '0908980', '0724665', '0005280', '0569711', '0578120', '0771133', '0412374', '0566234', '0001661', '0000451', '0809285', '0536825', '0308241', '0606991', '0586207', '0496736', '0446654', '0812515', '0185048', '0370206', '0686570', '0045937', '0002520', '0506582', '0417823', '0953929', '0102163', '0515293', '0828891', '0035954', '1117324', '0097587', '0126137', '0244781', '0287811', '1169215', '3211002', '1217404', '9818334', '0745258', '0852957']","['0033578', None, '0001188', '0911486', '0033578']",['0005883']
The Departed,8/10,,2024-10-21,,,,407887,407887,The Departed (2006),https://www.imdb.com/title/tt0407887,,2006,8.5,151,"['Crime', 'Drama']",1473777,['0000217'],"['0000138', '0000354', '0000197', '0000242', '0000640', '0935653', '0267812', '0026364', '0000285', '0180984', '0197647', '0641244', '0001679', '0906301', '0198306', '2401565', '0400879', '0533323', '0460168', '1864828', '0945502', '1160357', '0307898', '0127362', '1567297', '1577957', '1938820', '1977951', '0278853', '0810750', '0786381', '1923750', '2024585', '2201159', '1769067', '0188981', '0528147', '0624240', '2399733', '2401336', '1331627', '2091605', '2195494', '0178906', '0642567', '0137897', '0778533', '2051965', '0950794', '0528273', '0126414', '2255655', '1600051', '1987569', '0717518', '2403319', '2400092', '0355083', '0785352', '0316310', '0688911', '0165825', '1503640', '0151142', '0113843', '0269910', '0447376', '0313402', '2067980', '2398446', '2402857', '0161978', '0446257', '0240474', '8560273', '2403435', '2402086', '2399681', '2015337', '2225339', '2411923', '2403033', '1930900', '2402235', '0863374', '0144425', '3117657', '2906959', '1547895', '7677121', '2040695', '2258717', '1584285', '1076079', '2782582', '1184515', '6753439', '1794016', '2196739', '0157924', '1354679', '2865453', '1089398', '2904151', '4685068', '2315607', '0230755', '2030693', '5241466', '2839387', '0280514', '1814166', '1585038', '2007000', '3413370', '0295937', '1878162', '3157537', '2842828', '1941829', '2264237', '6457399', '1052772', '0477070', '6085634', '1617788', '2154856', '1157339', '13673918', '0541559', '2006118', '1999213', '2476764', '0567196', '0569289', '7419291', '2472498', '2827073', '5857646', '0677424', '5041846', '2075538', '2502402', '2228499', '3204410', '2325458', '2502754', '2011657', '2163859', '3033469', '0860027', '1197546', '1790973', '3796441', '2982054', '2403198', '1938147']","['1184258', None, '0538320', '0159039']","['0002663', '0136967', '0011877', '0084207', '0093755']"
First Daughter,6/10,,2024-10-25,,,,361620,361620,First Daughter (2004),https://www.imdb.com/title/tt0361620,,2004,5.2,106,"['Comedy', 'Drama']",29462,['0001845'],"['0005017', '0089456', '1399051', '0000474', '0171513', '0005375', '0587379', '0002391', '0384324', '0604050', '0989016', '1240838', '0515225', '0168201', '1322676', '0924254', '0003493', '0925320', '0791487', '0810964', '0570791', '1347221', '0601959', '1569291', '0042348', '0358335', '0101880', '1701586', '0179702', '0392068', '1701584', '1701602', '1543097', '0789972', '0753246', '0880820', '0028524', '0584137', '0794688', '0703419', '0305450', '1701573', '1307264', '0175441', '0042784', '1013251', '1113497', '1701571', '0911056', '0001672', '0729557', '0005143', '0001845', '1701604', '1935295', '2061472', '3392169', '3391490', '2161294', '3395670', '2109115', '2017174', '0914153', '1021901', '2469621', '0656116', '1918626', '0009919', '0075066', '1682596', '0135265', '3882139', '1378816', '2023000', '1941259', '0223346', '0232840', '1440149', '1622936', '1941209', '1705051', '1486680', '1875640', '2518215', '3794493', '3867776', '1572134', '1450531', '1470587', '0610203', '1429970', '1450912', '0708843', '3847291', '0735242', '0758119', '4114446', '0835664', '1691806', '1444622', '0876592', '2048484', '4406123']","['0070566', '0005278', None, '0070566', '1009988']","['0007127', '0007127', '0022730', '0129136', '0166202']"
Just My Luck,5/10,,2024-10-28,,,,397078,397078,Just My Luck (2006),https://www.imdb.com/title/tt0397078,,2006,5.5,108,"['Comedy', 'Fantasy']",63341,['0677953'],"['0517820', '1517976', '1027847', '0877430', '0522324', '0701512', '0891863', '0005317', '1624232', '1661506', '1572291', '1635150', '0271165', '0281693', '1694797', '0883424', '0370141', '0780575', '0381681', '1111633', '1594932', '1794697', '1962017', '1458132', '0100595', '0895942', '1900451', '0019171', '0308780', '0303908', '0437172', '0542074', '2239017', '1262210', '0508806', '1465727', '0168154', '1594942', '2149882', '1798574', '1255761', '2181915', '1276798', '1152943', '0003861', '0666243', '1500493', '0867240', '0273975', '2140311', '0551965', '2241728', '0889171', '0033992', '2240105', '2245216', '2238851', '2271855', '0483213', '2239070', '2201021', '2256269', '1588089', '2238315', '1765421', '2268853', '2231034', '1742663', '1794240', '7515991', '2483138', '0033165', '1731680', '12667268', '2051970', '1498696', '1377001', '0144425', '9229495', '1659343', '1926971', '0154732', '1916770', '1770409', '11103793', '3132511', '3173241', '1955608', '1836629', '0221918', '0227046', '1832998', '1815608', '2026429', '0263881', '0265959', '1734712', '2007000', '1871704', '1866845', '1769290', '2110925', '1305056', '1248299', '1942399', '14156634', '2042143', '4641423', '1411569', '1827372', '1933223', '0443248', '2157282', '2841197', '1287663', '1655535', '2004532', '2148793', '1900725', '1770183', '1596389', '2156704', '1956775', '2090442', '4716321', '1734891', '1877752', '2302367', '1904598', '1853387', '1930990', '1770868', '1258387', '1908927', '1899741', '0799734', '1733365', '2002279', '1368116', '1482510', '0865652', '1940603', '1651279', '0878807', '1728080', '1402001', '2362339', '0914758']","['0454783', '0364423', None, '0077080', '0085933', '0007079', '0454783']","['0007127', '0041195']"
