URL,name,len,Long Title
https://www.imdb.com/name/nm1065785/,Tony Kushner,1,['The Fabelmans (2022)']
https://www.imdb.com/name/nm1291105/,J.A. Bayona,1,['Society of the Snow (2023)']
https://www.imdb.com/name/nm1291392/,Keith Bunin,1,['Nimona (2023)']
https://www.imdb.com/name/nm1047603/,Jerry Robinson,1,['Joker: Folie à Deux (2024)']
https://www.imdb.com/name/nm1399714/,Scott Beck,1,['A Quiet Place: Day One (2024)']
https://www.imdb.com/name/nm1401416/,Dana Fox,1,['Wicked (2024)']
https://www.imdb.com/name/nm14055460/,Mikko Järvinen,1,['The Angry Birds Movie (2016)']
https://www.imdb.com/name/nm10227660/,Celine Song,1,['Past Lives (2023)']
https://www.imdb.com/name/nm1014201/,Rhett Reese,1,['Deadpool & Wolverine (2024)']
https://www.imdb.com/name/nm14055461/,Irina Moiseenko,1,['The Angry Birds Movie (2016)']
https://www.imdb.com/name/nm1410028/,Pierre Bismuth,1,['Eternal Sunshine of the Spotless Mind (2004)']
https://www.imdb.com/name/nm1412974/,Glen Powell,1,['Hit Man (2023)']
https://www.imdb.com/name/nm1417392/,Adam Wingard,1,['Godzilla x Kong: The New Empire (2024)']
https://www.imdb.com/name/nm1009988/,Kate Kondell,1,['First Daughter (2004)']
https://www.imdb.com/name/nm1007602/,Jay Martel,1,['Get Hard (2015)']
https://www.imdb.com/name/nm1421629/,Bert V. Royal,1,['Easy A (2010)']
https://www.imdb.com/name/nm1429723/,Halley Wegryn Gross,1,['Trigger Warning (2024)']
https://www.imdb.com/name/nm1434173/,James Lee Freeman,1,['Ricky Stanicky (2024)']
https://www.imdb.com/name/nm1436760/,Fabian Nicieza,1,['Deadpool & Wolverine (2024)']
https://www.imdb.com/name/nm1439546/,Dave Holstein,1,['Inside Out 2 (2024)']
https://www.imdb.com/name/nm1440023/,Simon Barrett,1,['Godzilla x Kong: The New Empire (2024)']
https://www.imdb.com/name/nm1440919/,Max Borenstein,1,['Kong: Skull Island (2017)']
https://www.imdb.com/name/nm1443502/,Jordan Peele,1,['Keanu (2016)']
https://www.imdb.com/name/nm13983492/,Kim Bo-tong,1,['Badland Hunters (2024)']
https://www.imdb.com/name/nm1379002/,David Robert Mitchell,1,['It Follows (2014)']
https://www.imdb.com/name/nm1375030/,Simon Farnaby,1,['Wonka (2023)']
https://www.imdb.com/name/nm2032481/,Elizabeth Shapiro,1,['Movie 43 (2013)']
https://www.imdb.com/name/nm12957639/,Tatsuya Endo,1,['Spy x Family Code: White (2023)']
https://www.imdb.com/name/nm10281577/,Koyoharu Gotouge,1,['Demon Slayer: Kimetsu No Yaiba - To the Hashira Training (2024)']
https://www.imdb.com/name/nm1301035/,Rob McKittrick,1,['Waiting... (2005)']
https://www.imdb.com/name/nm1026586/,Joel Paley,1,"[""Cats Don't Dance (1997)""]"
https://www.imdb.com/name/nm1318202/,Tom Rowe,1,['The Aristocats (1970)']
https://www.imdb.com/name/nm1318843/,Mark Fergus,1,['Children of Men (2006)']
https://www.imdb.com/name/nm1319757/,Hawk Ostby,1,['Children of Men (2006)']
https://www.imdb.com/name/nm1321655/,Christopher Markus,1,['The Gray Man (2022)']
https://www.imdb.com/name/nm1332672/,Richard McGuire,1,['Here (2024)']
https://www.imdb.com/name/nm1360612/,Ezra D. Rappaport,1,['Harry and the Hendersons (1987)']
https://www.imdb.com/name/nm1348210/,John Romita Jr.,1,['Madame Web (2024)']
https://www.imdb.com/name/nm13493720/,Rebecca Connor,1,['The Noel Diary (2022)']
https://www.imdb.com/name/nm1349522/,Jonathan Levine,1,['Warm Bodies (2013)']
https://www.imdb.com/name/nm1351254/,Josh Miller,1,['Sonic the Hedgehog 3 (2024)']
https://www.imdb.com/name/nm1352459/,Pat Casey,1,['Sonic the Hedgehog 3 (2024)']
https://www.imdb.com/name/nm1354901/,Leigh Dunlap,1,['A Cinderella Story (2004)']
https://www.imdb.com/name/nm1356155/,Carol Lynn Pearson,1,['Thumbelina (1994)']
https://www.imdb.com/name/nm10264498/,Rebecca Banks,1,['Lightyear (2022)']
